Наименование;"Наименование артикула";"Код артикула";Валюта;Цена;"Доступен для заказа";"Зачеркнутая цена";"Закупочная цена";"Краткое описание";Описание;Теги;Заголовок;"Тип товаров""META Keywords";"META Description";"Ссылка на витрину";Производитель;Объем;Размеры;"Возраст детей";Страна-производитель;Материал;Изображения
"Волчок Клоун";"";"OKS";"RUB";"68.00";"1";"";"";"";"Волчок Клоун стимулирует развитие мелкой моторики ребенка. Вращая волчок, дети учатся правильно рассчитывать силу и точность движения пальцев и кисти рук. Яркий волчок покрыт спиралевидным узором. Игра знакомит ребенка с физическими понятиями равновесия и движения. При изготовлении изделия использовано натуральное дерево и безопасные краски.

 ";"";"Волчок Клоун";"";"";"volchok-kloun-oks-2061381726";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/volchok_kloun_0.jpg?itok=0V7zJTd1"
"Конструктор 'Зоопарк'";"";"OKS";"RUB";"676.00";"1";"";"";"";"В конструктор входят фигурки животных и элементы архитектруры (например, ворота с надписью 'Зоопарк', касса). Фигурки удобно держать в руках. Такой конструктор развивает логическое и пространственное мышление, позволяет играть в сюжетные игры и моделировать различные ситуации. В изготовлении применена древесина хвойных пород. Изображение нанесено методом шелкографии и очень износоустойчиво. Используемые материалы разрешены для изготовления детских игрушек и имеют гигиенические заключения.25";"";"Конструктор 'Зоопарк'";"";"";"konstruktor-quotzooparkquot-oks-13543514";"";"";"250 mm × 40 mm × 215 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/konstr_zoo.jpg?itok=hNbe9TbT"
"Соты Кайе";"";"OKS";"RUB";"346.00";"1";"";"";"";"Набор 'Соты Кайе' состоит из 84 объемных элементов. Элемент имеет форму шестигранника - 21 вариант рисунков, по 4 штуки каждого. На лицевой стороне – мозаичный рисунок, оборотная сторона – однотонная. Это пособие формирует творческое, объемно-пространственное и ассоциативное мышление, сенсомоторные координации.   Помогает развивать фантазию, воображение, глазомер, архитектурно-художественный вкус, творческое начало, индивидуальность в сочетании с умением работать в творческом коллективе сверстников.  Способствует осмысленному восприятию внешнего мира, ориентации на плоскости и в пространстве, развитию чувства гармонии, композиции, пропорции, симметрии и асимметрии, формы и красоты. Набор предназначен для формирования у детей конструктивной деятельности, в процессе которой происходит интеллектуальное развитие ребенка, в том числе его способности к техническому и архитектурному творчеству.  Возраст: от 4 лет";"";"Соты Кайе";"";"";"soty-kaye-oks-262529540";"";"";"";"";"";"";"http://oksva-tm.ru/sites/default/files/styles/large/public/56.jpg?itok=EqDfZ05D"
"Пальчиковый театр 'Три поросенка' 7 шт.";"";"OKS";"RUB";"183.00";"1";"";"";"";"Развить моторно-двигательную, зрительную и слуховую координацию. Сформировать творческие способности и артистизм. Обогатить пассивный и активный словарь. Цель: Учить координировать движения рук и глаз, сопровождать движения пальцев речью. Выражать свои эмоции посредством мимики и речи. Активно использовать в игре воображение, память, внимание, мышление. Расширять словарный запас подключая слуховое и тактильное восприятие. Знакомить с народным творчеством. Обучать навыкам общения, игры, счёта. Создать положительный эмоциональный фон";"";"Пальчиковый театр 'Три поросенка' 7 шт.";"";"";"palchikovyy-teatr-quottri-porosenkaquot-7-sht-oks-2051049741";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/01-67.jpg?itok=nIQ0vOrw"
"Горка 'Домик' (дерево)";"";"OKS";"RUB";"1376.00";"1";"";"";"";"Деревянный домик с разноцветными горками и 4 шарика, горки-дорожки расположены с двух сторон домика, поэтому шарик то появляется, то пропадает. Простая игра развивающая реакцию, координацию движений, логику, учит наблюдательности и усидчивости.";"";"Горка 'Домик' (дерево)";"";"";"gorka-quotdomikquot-derevo-oks-1850304106";"";"";"33 cm × 26 cm × 12 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/razvivaushaya-igrushka-d016b_0.jpg?itok=WyEKh5gX"
"Маленький дизайнер";"";"OKS";"RUB";"287.00";"1";"";"";"";"Учебно-игровое пособие развивает внимание и память, мышление и воображение, наблюдательность и эстетику восприятия. Играя, дети самостоятельно познают закономерности сочетания элементов орнамента по цвету и расположению. Состав: 160 односторонних цветных мозаичных квадратов шести различных видов; методические рекомендации и примерные задания - от простого к сложному. Конструкторы - это занимательные развивающие игры на восприятие цвета, формы и величины у детей, начиная с раннего возраста. Развивают комбинаторные способности и пространственное воображение.";"";"Маленький дизайнер";"";"";"malenkiy-dizayner-oks-830581637";"";"";"";"";"";"";"http://oksva-tm.ru/sites/default/files/styles/large/public/42_0.jpg?itok=FlBZHleE"
"Волчок Юла макси";"";"OKS";"RUB";"248.00";"1";"";"";"";"Волчок «Спираль» макси стимулирует развитие мелкой моторики ребенка. Вращая волчок, мальчики и девочки будут развивать мелкую моторику, а также учиться правильно рассчитывать силу и точность движения пальцев и кисти рук.Яркий волчок покрыт спиралевидным узором. При изготовлении изделия использовано натуральное дерево и безопасные краски.";"";"Волчок Юла макси";"";"";"volchok-yula-maksi-oks-612130800";"";"";"11 cm × 11 cm × 14 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/61927.750x0_0.jpg?itok=zWy7r_ru"
"Волчок 'Спираль' малый с блестками";"";"OKS";"RUB";"68.00";"1";"";"";"";"Волчок «Спираль» малый стимулирует развитие мелкой моторики ребенка. Вращая волчок, дети учатся правильно рассчитывать силу и точность движения пальцев и кисти рук. Игра знакомит ребенка с физическими понятиями равновесия и движения. При изготовлении изделия использовано натуральное дерево и безопасные краски.";"";"Волчок 'Спираль' малый с блестками";"";"";"volchok-quotspiralquot-malyy-s-blestkami-oks-577873425";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/volchok_malyy_s_blestkami_1.jpg?itok=HdGgGcHL"
"Конструктор 'Транспорт' 45 деталей";"";"OKS";"RUB";"676.00";"1";"";"";"";"При взгляде на этот великолепный городской конструктор у любого мальчишки буквально разбегутся глаза. Машина «Скорой помощи» торопится в больницу, пожарная машина спешит тушить огонь, самосвалы и грузовики неторопливо едут на стройку – а кроме того в наборе есть такси, машина-холодильник с мороженым, автобусы и даже поезд, для которого малышу придется построить железную дорогу из специальных кубиков-рельсов. Особые элементы конструктора помогут воссоздать транспортную сеть (эстакада, пост дорожной полиции, светофоры, фонари и многое другое). Играя в конструктор, ребенок познакомится с дорожной инфраструктурой: узнает, для чего нужны бензоколонки, где ремонтируют и моют машины, а также, откуда отправляются и куда прибывают поезда. Ну а на примере входящих в комплект человеческих фигурок родители смогут рассказать крохе, как избежать опасности на дороге и при переходе улиц.";"";"Конструктор 'Транспорт' 45 деталей";"";"";"konstruktor-quottransportquot-45-detaley-oks-1800532997";"";"";"25 cm × 22 cm × 4 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/-%D1%80%20%D1%82%D1%80%D0%B0%D0%BD%D1%81%D0%BF%D0%BE%D1%80%D1%82.jpg?itok=uZLkF5Y3"
"Оськи -гаечки";"";"OKS";"RUB";"183.00";"1";"";"";"";"Детская развивающая игра «Оськи-гаечки» выполнена из дерева, представляет собой крупный болт с накрученными с двух сторон гайками. Игра направлена на развитие мелкой и крупной моторики руки, координации движений. Манипулируя «гайкой» ребенок задействует обе руки, что способствует развитию как левого, так и правого полушарий мозга, которые, как известно отвечают за разные направления деятельности. Это помогает всестороннему развитию вашего малыша. Игрушка привлекает детей своим интересным исполнением, так сказать принадлежностью к «взрослым» предметам (особенно мальчиков). Предназначена для детей в возрасте от 1,5 - 2 лет.";"";"Оськи -гаечки";"";"";"oski--gaechki-oks-2130212781";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/2_9.jpg?itok=1OtnU0Hb"
"Волчок Клоун";"";"OKS";"RUB";"68.00";"1";"";"";"";"Волчок Клоун стимулирует развитие мелкой моторики ребенка. Вращая волчок, дети учатся правильно рассчитывать силу и точность движения пальцев и кисти рук. Яркий волчок покрыт спиралевидным узором. Игра знакомит ребенка с физическими понятиями равновесия и движения. При изготовлении изделия использовано натуральное дерево и безопасные краски.

 ";"";"Волчок Клоун";"";"";"volchok-kloun-oks-852365010";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/volchok_kloun_0.jpg?itok=0V7zJTd1"
"Конструктор 'Зоопарк'";"";"OKS";"RUB";"676.00";"1";"";"";"";"В конструктор входят фигурки животных и элементы архитектруры (например, ворота с надписью 'Зоопарк', касса). Фигурки удобно держать в руках. Такой конструктор развивает логическое и пространственное мышление, позволяет играть в сюжетные игры и моделировать различные ситуации. В изготовлении применена древесина хвойных пород. Изображение нанесено методом шелкографии и очень износоустойчиво. Используемые материалы разрешены для изготовления детских игрушек и имеют гигиенические заключения.25";"";"Конструктор 'Зоопарк'";"";"";"konstruktor-quotzooparkquot-oks-1043268423";"";"";"250 mm × 40 mm × 215 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/konstr_zoo.jpg?itok=hNbe9TbT"
"Цветное панно";"";"OKS";"RUB";"128.00";"1";"";"";"";"Игра для детей от 3 лет и их родителей. Игра состоит из 20 цветных парных двухцветных карточек-квадратов и игрового поля. Играют от 1-го до 4-х человек. С помощью карточек-квадратов на игровом поле нужно выложить 7 больших квадратов пяти цветов. Развивает пространственное воображение, умение оценивать ситуацию, вести элементарный расчет и принимать верное решение, умение думать за себя и за соперников. Материал: картон.";"";"Цветное панно";"";"";"tsvetnoe-panno-oks-1524758451";"";"";"";"";"";"Картон";"http://oksva-tm.ru/sites/default/files/styles/large/public/72.jpg?itok=FJA_78GF"
"Пальчиковый театр 'Три поросенка' 7 шт.";"";"OKS";"RUB";"183.00";"1";"";"";"";"Развить моторно-двигательную, зрительную и слуховую координацию. Сформировать творческие способности и артистизм. Обогатить пассивный и активный словарь. Цель: Учить координировать движения рук и глаз, сопровождать движения пальцев речью. Выражать свои эмоции посредством мимики и речи. Активно использовать в игре воображение, память, внимание, мышление. Расширять словарный запас подключая слуховое и тактильное восприятие. Знакомить с народным творчеством. Обучать навыкам общения, игры, счёта. Создать положительный эмоциональный фон";"";"Пальчиковый театр 'Три поросенка' 7 шт.";"";"";"palchikovyy-teatr-quottri-porosenkaquot-7-sht-oks-717823892";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/01-67.jpg?itok=nIQ0vOrw"
"Горка 'Домик' (дерево)";"";"OKS";"RUB";"1376.00";"1";"";"";"";"Деревянный домик с разноцветными горками и 4 шарика, горки-дорожки расположены с двух сторон домика, поэтому шарик то появляется, то пропадает. Простая игра развивающая реакцию, координацию движений, логику, учит наблюдательности и усидчивости.";"";"Горка 'Домик' (дерево)";"";"";"gorka-quotdomikquot-derevo-oks-1792801730";"";"";"33 cm × 26 cm × 12 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/razvivaushaya-igrushka-d016b_0.jpg?itok=WyEKh5gX"
"Соты Кайе";"";"OKS";"RUB";"346.00";"1";"";"";"";"Набор 'Соты Кайе' состоит из 84 объемных элементов. Элемент имеет форму шестигранника - 21 вариант рисунков, по 4 штуки каждого. На лицевой стороне – мозаичный рисунок, оборотная сторона – однотонная. Это пособие формирует творческое, объемно-пространственное и ассоциативное мышление, сенсомоторные координации.   Помогает развивать фантазию, воображение, глазомер, архитектурно-художественный вкус, творческое начало, индивидуальность в сочетании с умением работать в творческом коллективе сверстников.  Способствует осмысленному восприятию внешнего мира, ориентации на плоскости и в пространстве, развитию чувства гармонии, композиции, пропорции, симметрии и асимметрии, формы и красоты. Набор предназначен для формирования у детей конструктивной деятельности, в процессе которой происходит интеллектуальное развитие ребенка, в том числе его способности к техническому и архитектурному творчеству.  Возраст: от 4 лет";"";"Соты Кайе";"";"";"soty-kaye-oks-490045729";"";"";"";"";"";"";"http://oksva-tm.ru/sites/default/files/styles/large/public/56.jpg?itok=EqDfZ05D"
"Волчок Юла макси";"";"OKS";"RUB";"248.00";"1";"";"";"";"Волчок «Спираль» макси стимулирует развитие мелкой моторики ребенка. Вращая волчок, мальчики и девочки будут развивать мелкую моторику, а также учиться правильно рассчитывать силу и точность движения пальцев и кисти рук.Яркий волчок покрыт спиралевидным узором. При изготовлении изделия использовано натуральное дерево и безопасные краски.";"";"Волчок Юла макси";"";"";"volchok-yula-maksi-oks-7776250";"";"";"11 cm × 11 cm × 14 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/61927.750x0_0.jpg?itok=zWy7r_ru"
"Рамка-вкладыш 'Утенок' (6 элем.)";"";"OKS";"RUB";"78.00";"1";"";"";"";"Рамка-вкладыш «Утенок» представляет собой разрезную картинку, которую требуется составить из 6 элементов. Игра способствует развитию мелкой моторики, вниманию, речи, памяти, логического мышления, познавательных интересов.

 ";"";"Рамка-вкладыш 'Утенок' (6 элем.)";"";"";"ramka-vkladysh-quotutenokquot-6-elem-oks-243529541";"";"";"14.3 cm × 14.3 cm × 0.3 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/700.jpg?itok=6j9bY9Cr"
"Конструктор 'Транспорт' 45 деталей";"";"OKS";"RUB";"676.00";"1";"";"";"";"При взгляде на этот великолепный городской конструктор у любого мальчишки буквально разбегутся глаза. Машина «Скорой помощи» торопится в больницу, пожарная машина спешит тушить огонь, самосвалы и грузовики неторопливо едут на стройку – а кроме того в наборе есть такси, машина-холодильник с мороженым, автобусы и даже поезд, для которого малышу придется построить железную дорогу из специальных кубиков-рельсов. Особые элементы конструктора помогут воссоздать транспортную сеть (эстакада, пост дорожной полиции, светофоры, фонари и многое другое). Играя в конструктор, ребенок познакомится с дорожной инфраструктурой: узнает, для чего нужны бензоколонки, где ремонтируют и моют машины, а также, откуда отправляются и куда прибывают поезда. Ну а на примере входящих в комплект человеческих фигурок родители смогут рассказать крохе, как избежать опасности на дороге и при переходе улиц.";"";"Конструктор 'Транспорт' 45 деталей";"";"";"konstruktor-quottransportquot-45-detaley-oks-1078750756";"";"";"25 cm × 22 cm × 4 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/-%D1%80%20%D1%82%D1%80%D0%B0%D0%BD%D1%81%D0%BF%D0%BE%D1%80%D1%82.jpg?itok=uZLkF5Y3"
"Оськи -гаечки";"";"OKS";"RUB";"183.00";"1";"";"";"";"Детская развивающая игра «Оськи-гаечки» выполнена из дерева, представляет собой крупный болт с накрученными с двух сторон гайками. Игра направлена на развитие мелкой и крупной моторики руки, координации движений. Манипулируя «гайкой» ребенок задействует обе руки, что способствует развитию как левого, так и правого полушарий мозга, которые, как известно отвечают за разные направления деятельности. Это помогает всестороннему развитию вашего малыша. Игрушка привлекает детей своим интересным исполнением, так сказать принадлежностью к «взрослым» предметам (особенно мальчиков). Предназначена для детей в возрасте от 1,5 - 2 лет.";"";"Оськи -гаечки";"";"";"oski--gaechki-oks-975029955";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/2_9.jpg?itok=1OtnU0Hb"
"Волчок 'Спираль' малый с блестками";"";"OKS";"RUB";"68.00";"1";"";"";"";"Волчок «Спираль» малый стимулирует развитие мелкой моторики ребенка. Вращая волчок, дети учатся правильно рассчитывать силу и точность движения пальцев и кисти рук. Игра знакомит ребенка с физическими понятиями равновесия и движения. При изготовлении изделия использовано натуральное дерево и безопасные краски.";"";"Волчок 'Спираль' малый с блестками";"";"";"volchok-quotspiralquot-malyy-s-blestkami-oks-20563710";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/volchok_malyy_s_blestkami_1.jpg?itok=HdGgGcHL"
"Конструктор 'Зоопарк'";"";"OKS";"RUB";"676.00";"1";"";"";"";"В конструктор входят фигурки животных и элементы архитектруры (например, ворота с надписью 'Зоопарк', касса). Фигурки удобно держать в руках. Такой конструктор развивает логическое и пространственное мышление, позволяет играть в сюжетные игры и моделировать различные ситуации. В изготовлении применена древесина хвойных пород. Изображение нанесено методом шелкографии и очень износоустойчиво. Используемые материалы разрешены для изготовления детских игрушек и имеют гигиенические заключения.25";"";"Конструктор 'Зоопарк'";"";"";"konstruktor-quotzooparkquot-oks-406048018";"";"";"250 mm × 40 mm × 215 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/konstr_zoo.jpg?itok=hNbe9TbT"
"Цветное панно";"";"OKS";"RUB";"128.00";"1";"";"";"";"Игра для детей от 3 лет и их родителей. Игра состоит из 20 цветных парных двухцветных карточек-квадратов и игрового поля. Играют от 1-го до 4-х человек. С помощью карточек-квадратов на игровом поле нужно выложить 7 больших квадратов пяти цветов. Развивает пространственное воображение, умение оценивать ситуацию, вести элементарный расчет и принимать верное решение, умение думать за себя и за соперников. Материал: картон.";"";"Цветное панно";"";"";"tsvetnoe-panno-oks-1379778562";"";"";"";"";"";"Картон";"http://oksva-tm.ru/sites/default/files/styles/large/public/72.jpg?itok=FJA_78GF"
"Волчок Клоун";"";"OKS";"RUB";"68.00";"1";"";"";"";"Волчок Клоун стимулирует развитие мелкой моторики ребенка. Вращая волчок, дети учатся правильно рассчитывать силу и точность движения пальцев и кисти рук. Яркий волчок покрыт спиралевидным узором. Игра знакомит ребенка с физическими понятиями равновесия и движения. При изготовлении изделия использовано натуральное дерево и безопасные краски.

 ";"";"Волчок Клоун";"";"";"volchok-kloun-oks-84796527";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/volchok_kloun_0.jpg?itok=0V7zJTd1"
"Горка 'Домик' (дерево)";"";"OKS";"RUB";"1376.00";"1";"";"";"";"Деревянный домик с разноцветными горками и 4 шарика, горки-дорожки расположены с двух сторон домика, поэтому шарик то появляется, то пропадает. Простая игра развивающая реакцию, координацию движений, логику, учит наблюдательности и усидчивости.";"";"Горка 'Домик' (дерево)";"";"";"gorka-quotdomikquot-derevo-oks-598883753";"";"";"33 cm × 26 cm × 12 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/razvivaushaya-igrushka-d016b_0.jpg?itok=WyEKh5gX"
"Соты Кайе";"";"OKS";"RUB";"346.00";"1";"";"";"";"Набор 'Соты Кайе' состоит из 84 объемных элементов. Элемент имеет форму шестигранника - 21 вариант рисунков, по 4 штуки каждого. На лицевой стороне – мозаичный рисунок, оборотная сторона – однотонная. Это пособие формирует творческое, объемно-пространственное и ассоциативное мышление, сенсомоторные координации.   Помогает развивать фантазию, воображение, глазомер, архитектурно-художественный вкус, творческое начало, индивидуальность в сочетании с умением работать в творческом коллективе сверстников.  Способствует осмысленному восприятию внешнего мира, ориентации на плоскости и в пространстве, развитию чувства гармонии, композиции, пропорции, симметрии и асимметрии, формы и красоты. Набор предназначен для формирования у детей конструктивной деятельности, в процессе которой происходит интеллектуальное развитие ребенка, в том числе его способности к техническому и архитектурному творчеству.  Возраст: от 4 лет";"";"Соты Кайе";"";"";"soty-kaye-oks-641843416";"";"";"";"";"";"";"http://oksva-tm.ru/sites/default/files/styles/large/public/56.jpg?itok=EqDfZ05D"
"Пальчиковый театр 'Три поросенка' 7 шт.";"";"OKS";"RUB";"183.00";"1";"";"";"";"Развить моторно-двигательную, зрительную и слуховую координацию. Сформировать творческие способности и артистизм. Обогатить пассивный и активный словарь. Цель: Учить координировать движения рук и глаз, сопровождать движения пальцев речью. Выражать свои эмоции посредством мимики и речи. Активно использовать в игре воображение, память, внимание, мышление. Расширять словарный запас подключая слуховое и тактильное восприятие. Знакомить с народным творчеством. Обучать навыкам общения, игры, счёта. Создать положительный эмоциональный фон";"";"Пальчиковый театр 'Три поросенка' 7 шт.";"";"";"palchikovyy-teatr-quottri-porosenkaquot-7-sht-oks-1071128910";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/01-67.jpg?itok=nIQ0vOrw"
"Лото 'Растительный мир'";"";"OKS";"RUB";"360.00";"1";"";"";"";"детали, шт. вес, кг размер упаковки, мм 48 шт. 0.4 220/245/25";"";"Лото 'Растительный мир'";"";"";"loto-quotrastitelnyy-mirquot-oks-1746495929";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/22_5.jpg?itok=7D9WRLBl"
"Рамка-вкладыш 'Тигренок' (7 элем.)";"";"OKS";"RUB";"103.00";"1";"";"";"";"Рамка-вкладыш 'Тигренок' представляет собой разрезную картинку, которую требуется составить из 7 элементов. Игра способствует развитию мелкой моторики, вниманию, речи, памяти, логического мышления, познавательных интересов.";"";"Рамка-вкладыш 'Тигренок' (7 элем.)";"";"";"ramka-vkladysh-quottigrenokquot-7-elem-oks-1418301171";"";"";"";"";"";"Дерево";""
"Ассоциации.Времена года";"";"OKS";"RUB";"185.00";"1";"";"";"";"Игра знакомит с изменениями, происходящими в природе и жизни человека в разное время года, учит объединять явления природы в группы по общему признаку. В наборе 4 сезона и 30 карточек. В играх серии 'Ассоциации' используются два принципа - лото и составление логических цепочек: вокруг центральной карточки нужно выложить еще четыре, подходящие по смыслу.Таким образом можно собрать шесть тематических групп. Фигурная форма карточек поможет проверить правильность ответов. Игры развивают логическое мышление, учат самостоятельно рассуждать, сопоставлять, сравнивать и анализировать, совершенствуют мелкую моторику рук. Рекомендуется детям от 4-х лет.  ";"";"Ассоциации.Времена года";"";"";"assotsiatsiivremena-goda-oks-1080751181";"";"";"16.5 cm × 16.5 cm × 3 cm";"";"";"Картон";"http://oksva-tm.ru/sites/default/files/styles/large/public/1971461.1345_1.jpg?itok=B5GsBHQ9"
"Лото 'Геометрические фигуры'";"";"OKS";"RUB";"360.00";"1";"";"";"";"детали, шт. вес, кг размер упаковки, мм 48 шт. 0,4 220/245/25";"";"Лото 'Геометрические фигуры'";"";"";"loto-quotgeometricheskie-figuryquot-oks-338102882";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/20_5.jpg?itok=Exb5nTPX"
"Рамка-вкладыш 'Утенок' (6 элем.)";"";"OKS";"RUB";"78.00";"1";"";"";"";"Рамка-вкладыш «Утенок» представляет собой разрезную картинку, которую требуется составить из 6 элементов. Игра способствует развитию мелкой моторики, вниманию, речи, памяти, логического мышления, познавательных интересов.

 ";"";"Рамка-вкладыш 'Утенок' (6 элем.)";"";"";"ramka-vkladysh-quotutenokquot-6-elem-oks-489400873";"";"";"14.3 cm × 14.3 cm × 0.3 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/700.jpg?itok=6j9bY9Cr"
"Ассоциации. Животные";"";"OKS";"RUB";"178.00";"1";"";"";"";"Развивающая игра 'Ассоциации 'Животные' знакомит ребёнка с особенностями, средой обитания и питанием некоторых животных, учит группировать карточки по определённым признакам. В наборе 6 животных и 30 карточек. В играх серии 'Ассоциации' используются два принципа - лото и составление логических цепочек: вокруг центральной карточки нужно выложить еще четыре, подходящие по смыслу.Таким образом можно собрать шесть тематических групп. Фигурная форма карточек поможет проверить правильность ответов. Игры развивают логическое мышление, учат самостоятельно рассуждать, сопоставлять, сравнивать и анализировать, совершенствуют мелкую моторику рук. Рекомендуется детям от 3-х лет.";"";"Ассоциации. Животные";"";"";"assotsiatsii-zhivotnye-oks-68497061";"";"";"16.5 cm × 16.5 cm × 3 cm";"";"";"Картон";"http://oksva-tm.ru/sites/default/files/styles/large/public/523.jpg?itok=3vsOq54P"
"Оськи -гаечки";"";"OKS";"RUB";"183.00";"1";"";"";"";"Детская развивающая игра «Оськи-гаечки» выполнена из дерева, представляет собой крупный болт с накрученными с двух сторон гайками. Игра направлена на развитие мелкой и крупной моторики руки, координации движений. Манипулируя «гайкой» ребенок задействует обе руки, что способствует развитию как левого, так и правого полушарий мозга, которые, как известно отвечают за разные направления деятельности. Это помогает всестороннему развитию вашего малыша. Игрушка привлекает детей своим интересным исполнением, так сказать принадлежностью к «взрослым» предметам (особенно мальчиков). Предназначена для детей в возрасте от 1,5 - 2 лет.";"";"Оськи -гаечки";"";"";"oski--gaechki-oks-1239523800";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/2_9.jpg?itok=1OtnU0Hb"
"Волчок 'Спираль' малый с блестками";"";"OKS";"RUB";"68.00";"1";"";"";"";"Волчок «Спираль» малый стимулирует развитие мелкой моторики ребенка. Вращая волчок, дети учатся правильно рассчитывать силу и точность движения пальцев и кисти рук. Игра знакомит ребенка с физическими понятиями равновесия и движения. При изготовлении изделия использовано натуральное дерево и безопасные краски.";"";"Волчок 'Спираль' малый с блестками";"";"";"volchok-quotspiralquot-malyy-s-blestkami-oks-1439221361";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/volchok_malyy_s_blestkami_1.jpg?itok=HdGgGcHL"
"Конструктор 'Транспорт' 45 деталей";"";"OKS";"RUB";"676.00";"1";"";"";"";"При взгляде на этот великолепный городской конструктор у любого мальчишки буквально разбегутся глаза. Машина «Скорой помощи» торопится в больницу, пожарная машина спешит тушить огонь, самосвалы и грузовики неторопливо едут на стройку – а кроме того в наборе есть такси, машина-холодильник с мороженым, автобусы и даже поезд, для которого малышу придется построить железную дорогу из специальных кубиков-рельсов. Особые элементы конструктора помогут воссоздать транспортную сеть (эстакада, пост дорожной полиции, светофоры, фонари и многое другое). Играя в конструктор, ребенок познакомится с дорожной инфраструктурой: узнает, для чего нужны бензоколонки, где ремонтируют и моют машины, а также, откуда отправляются и куда прибывают поезда. Ну а на примере входящих в комплект человеческих фигурок родители смогут рассказать крохе, как избежать опасности на дороге и при переходе улиц.";"";"Конструктор 'Транспорт' 45 деталей";"";"";"konstruktor-quottransportquot-45-detaley-oks-1094890899";"";"";"25 cm × 22 cm × 4 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/-%D1%80%20%D1%82%D1%80%D0%B0%D0%BD%D1%81%D0%BF%D0%BE%D1%80%D1%82.jpg?itok=uZLkF5Y3"
"ЛОТО для детей и родителей";"";"OKS";"RUB";"585.00";"1";"";"";"";"Игра предназначена для полезного общения родителей с детьми, групповой и индивидуальной работы в детском саду, самостоятельной деятельности детей. Игра состоит из трех планшетов формата А-4. Каждый соответствует определенной тематике - животные, одежда, овощи и фрукты. Игра развивает зрительное восприятие, внимание, память, речь, мышление, воображение, пространственную ориентацию. Варианты игр: 'найди пары', 'найди такую же', 'найди по описанию', 'в каком окошке', 'что лишнее?' и т.д. К игре прилагается подробное методическое описание.";"";"ЛОТО для детей и родителей";"";"";"loto-dlya-detey-i-roditeley-oks-323445438";"";"";"300 mm × 8 mm × 210 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/DSC_0160_0.jpg?itok=H4m2bUNf"
"!!Игры В.В. Воскобовича";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Читайка на шариках 1";"";"OKS";"RUB";"68.00";"1";"";"";"";"Представляет собой 4 игровых поля (136х136 мм, плотная бумага, цветная печать) с буквенными блоками и инструкция. Что развивает: формирование интереса к чтению; различение звонких, глухих согласных звуков; звуковой анализ слов; деление слов на слоги и произвольные части; слоговое чтение;  конструирование и чтение слов, словотворчество; внимание, память, воображение, мышление; мелкая моторика рук. Ребенок загибает один уголок с буквами и составляет слово. Загибает другой уголок с буквами, составляет новое слово, отвечает на вопросы, выполняет задания. Таким образом, прочитывается 130 слов.";"";"Читайка на шариках 1";"";"";"chitayka-na-sharikakh-1-oks-339281046";"";"";"";"";"";"";"http://oksva-tm.ru/sites/default/files/styles/large/public/chit2_b_387x400_0.jpg?itok=gQIRLdgl"
