Наименование;"Наименование артикула";"Код артикула";Валюта;Цена;"Доступен для заказа";"Зачеркнутая цена";"Закупочная цена";"Краткое описание";Описание;Теги;Заголовок;"META Keywords";"META Description";"Ссылка на витрину";Производитель;Объем;Размеры;Изображения
"Свирель (тональность на выбор: C, D, E, F, G,  A, H)";"";"ду-св-01";"RUB";"2258Р";"1";"";"";"";"Свирель любой тональности: C, D, E, F, G, A, H. С чехлом.";"";"Свирель (тональность на выбор: C, D, E, F, G,  A, H)";"";"";"svirel-tonalnost-na-vybor-c-d-e-f-g--a-h";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/svirel-460x460.jpg"
"Комплект свирелей (7 тональностей: C, D, E, F, G,  A, H) с подставкой";"";"ду-св-02";"RUB";"16555Р";"1";"";"";"";"Комплект из 7-и свирелей (C, D, E, F, G, A, H).";"";"Комплект свирелей (7 тональностей: C, D, E, F, G,  A, H) с подставкой";"";"";"komplekt-svireley-7-tonalnostey-c-d-e-f-g--a-h-s-podstavkoy";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/complect-svireley-460x460.jpg"
"Жалейка тенор (тональность на выбор: H, A, G)";"";"ду-жл-03";"RUB";"16708Р";"1";"";"";"";"Жалейка тенор любой тональности: H, A, G. С чехлом.";"";"Жалейка тенор (тональность на выбор: H, A, G)";"";"";"zhaleyka-tenor-tonalnost-na-vybor-h-a-g";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/zhaleyka-tenor-460x460.jpg"
"Жалейка сопрано (тональность на выбор: A, G, F)";"";"ду-жл-01";"RUB";"8556Р";"1";"";"";"";"Жалейка сопрано любой тональности: A, G, F. С чехлом.
 ";"";"Жалейка сопрано (тональность на выбор: A, G, F)";"";"";"zhaleyka-soprano-tonalnost-na-vybor-a-g-f";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/zhaleyka-soprano-460x460.jpg"
"Жалейка бас (тональность на выбор: F, E, D)";"";"ду-жл-04";"RUB";"20423Р";"1";"";"";"";"Жалейка бас любой тональности: F, E, D. С чехлом.";"";"Жалейка бас (тональность на выбор: F, E, D)";"";"";"zhaleyka-bas-tonalnost-na-vybor-f-e-d";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/zhaleyka-bas-460x460.jpg"
"Жалейка альт (тональность на выбор: E, D, C)";"";"ду-жл-02";"RUB";"8556Р";"1";"";"";"";"Жалейка альт любой тональности: E, D, C. С чехлом.";"";"Жалейка альт (тональность на выбор: E, D, C)";"";"";"zhaleyka-alt-tonalnost-na-vybor-e-d-c";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/zhaleyka-alt-460x460.jpg"
"Дудочка деревянная";"";"к2-ду-01";"RUB";"1124Р";"1";"";"";"";"Дудочка деревянная, наверное, символ духовых инструментов. Скажешь «дудочка» и сразу представляется пастушок на лугу. Этот сюжет не раз был запечатлён и художниками, и писателями. На Украине и в Белоруссии, кстати, распространены свои виды дудочек: сопилка и дудка-поршнёвка.";"";"Дудочка деревянная";"";"";"dudochka-derevyannaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/dudochka-derevjannaja-460x460.jpg"
"!!Методический материал";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Самоучитель игры на шумовых народных инструментах (DVD-видео)";"";"мм-01";"RUB";"450Р";"1";"";"";"";"Учебное пособие — обучающий видео курс на DVD по игре на шумовых и духовых русских народных инструментах в помощь музыкальным руководителям детских садов и учреждений дополнительного образования детей.";"";"Самоучитель игры на шумовых народных инструментах (DVD-видео)";"";"";"samouchitel-igry-na-shumovykh-narodnykh-instrumentakh-dvd-video";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/samouchitel-igry-na-shumovykh-narodnykh-instrumentakh-460x460.jpg"
"Пьесы в разных темпах «Яблочко», «Как родная меня мать провожала» (CD-аудио)";"";"мм-05/3";"RUB";"305Р";"1";"";"";"";"Бесценный музыкально-методический материал для музыкальных руководителей дошкольных учреждений и системы дополнительного образования детей. CD Пьесы в разных темпах в исполнении детского ансамбля ложкарей «Славяне» под руководством А. Г. Сереброва.

Студийная запись
Отличное качество
Любимые мелодии, проверенные временем.

Каждое произведение звучит в 3-х темпах:

Медленном
Среднем
Концертном

Тональность при этом сохраняется.";"";"Пьесы в разных темпах «Яблочко», «Как родная меня мать провожала» (CD-аудио)";"";"";"pesy-v-raznykh-tempakh-yablochko-kak-rodnaya-menya-mat-provozhala-cd-audio";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pesy-v-raznykh-tempakh-1-460x460.jpg"
"Пьесы в разных темпах «Светит месяц», «Заиграй, моя волынка» (CD-аудио)";"";"мм-05/2";"RUB";"305Р";"1";"";"";"";"Бесценный музыкально-методический материал для музыкальных руководителей дошкольных учреждений и системы дополнительного образования детей. CD Пьесы в разных темпах в исполнении детского ансамбля ложкарей «Славяне» под руководством А. Г. Сереброва.

Студийная запись
Отличное качество
Любимые мелодии, проверенные временем.

Каждое произведение звучит в 3-х темпах:

Медленном
Среднем
Концертном

Тональность при этом сохраняется.";"";"Пьесы в разных темпах «Светит месяц», «Заиграй, моя волынка» (CD-аудио)";"";"";"pesy-v-raznykh-tempakh-svetit-mesyats-zaigray-moya-volynka-cd-audio";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pesy-v-raznykh-tempakh-1-460x460.jpg"
"Пьесы в разных темпах «Нижегородские потешки», «Ай, все кумушки, домой» (CD-аудио)";"";"мм-05/1";"RUB";"305Р";"1";"";"";"";"Бесценный музыкально-методический материал для музыкальных руководителей дошкольных учреждений и системы дополнительного образования детей. CD Пьесы в разных темпах в исполнении детского ансамбля ложкарей «Славяне» под руководством А. Г. Сереброва.

Студийная запись
Отличное качество
Любимые мелодии, проверенные временем.

Каждое произведение звучит в 3-х темпах:

Медленном
Среднем
Концертном

Тональность при этом сохраняется.";"";"Пьесы в разных темпах «Нижегородские потешки», «Ай, все кумушки, домой» (CD-аудио)";"";"";"pesy-v-raznykh-tempakh-nizhegorodskie-poteshki-ay-vse-kumushki-domoy-cd-audio";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pesy-v-raznykh-tempakh-1-460x460.jpg"
"Пьесы в разных темпах «Барыня», «Сормачок» (CD-аудио)";"";"мм-05/4";"RUB";"305Р";"1";"";"";"";"Имея подобный музыкально-методический материал создать детский шумовой ансамбль более, чем реально. Играйте вместе с нами на том, что у Вас есть.
Играйте и радуйтесь. Праздник обязательно состоится.
Успехов и терпения!
Бесценный музыкально-методический материал для музыкальных руководителей дошкольных учреждений и системы дополнительного образования детей. CD Пьесы в разных темпах в исполнении детского ансамбля ложкарей «Славяне» под руководством А. Г. Сереброва.

Студийная запись
Отличное качество
Любимые мелодии, проверенные временем.

Каждое произведение звучит в 3-х темпах:

Медленном
Среднем
Концертном

Тональность при этом сохраняется.";"";"Пьесы в разных темпах «Барыня», «Сормачок» (CD-аудио)";"";"";"pesy-v-raznykh-tempakh-barynya-sormachok-cd-audio";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pesy-v-raznykh-tempakh-460x460.jpg"
"Народный ансамбль ложкарей «Славяне» (DVD-видео)";"";"мм-02";"RUB";"415Р";"1";"";"";"";"8 популярных русских народных произведений на DVD-видео в исполнении Лауреата международных и российских фестивалей и конкурсов Народного ансамбля ложкарей «Славяне» станут полезным учебным пособием в помощь музыкальным руководителям детских садов и учреждений дополнительного образования детей.";"";"Народный ансамбль ложкарей «Славяне» (DVD-видео)";"";"";"narodnyy-ansambl-lozhkarey-slavyane-dvd-video";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/narodnyj-ansambl-lozhkarej-slavyane-dvd-460x460.jpg"
"Народный ансамбль ложкарей «Славяне» (CD-аудио)";"";"мм-04";"RUB";"347Р";"1";"";"";"";"Уникальный музыкальный материал для проведения детских фольклорных и других праздников, а так же для постановки танцевальных номеров. Авторские инструментовки в профессиональном исполнении. Студийная запись.
20 популярных русских народных произведений на музыкальном компакт-диске (CDA) в исполнении Лауреата международных и российских фестивалей и конкурсов Народного ансамбля ложкарей «Славяне» станут полезным учебным пособием в помощь музыкальным руководителям детских садов и учреждений дополнительного образования детей.
Список произведений:

Нижегородские потешки
Ай, все кумушки, домой!
Субботея (О. Данилова)
Светит месяц
Во поле орешина (А. Сереброва)
Заиграй моя волынка
Ой, вставала я ранёшенько (Н. Винокурова)
Яблочко
Посею лебеду на берегу (А. Канашина)
Попурри на тему песен насамбля Битлз
Кантри
Утушка луговая (Д. Галимова)
Как родная меня мать провожала
Волга-реченька
Ой, что ты белая берёза (частушки)
Ой, при лужке, при лужке
Молода я молода!
Барыня
Банька (Д. Галимова)
Сормачок";"";"Народный ансамбль ложкарей «Славяне» (CD-аудио)";"";"";"narodnyy-ansambl-lozhkarey-slavyane-cd-audio";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/narodnyj-ansambl-lozhkarej-slavyane-cd-460x460.jpg"
"Музыкальное сопровождение для обучения игре на ложках (CD-аудио)";"";"мм-06";"RUB";"329Р";"1";"";"";"";"CD Музыкальное сопровождение для обучения игре на ложках в исполнении детского ансамбля ложкарей «Славяне» под руководством А. Г. Сереброва.";"";"Музыкальное сопровождение для обучения игре на ложках (CD-аудио)";"";"";"muzykalnoe-soprovozhdenie-dlya-obucheniya-igre-na-lozhkakh-cd-audio";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/muzykalnoe-soprovozhdenie-dlya-obucheniya-igre-na-lozhkakh-460x460.jpg"
"«Сказание о нижегородских народных промыслах» (DVD-видео)";"";"мм-03";"RUB";"415Р";"1";"";"";"";"История нижегородских народных художественных промыслов в стихах и песнях. Демонстрация изделий Хохломской и Городецкой росписи, Варнавинских косторезов и многое другое в исполнении Лауреата международных и российских фестивалей и конкурсов Народного ансамбля ложкарей «Славяне» под руководством А. Г. Сереброва.";"";"«Сказание о нижегородских народных промыслах» (DVD-видео)";"";"";"skazanie-o-nizhegorodskikh-narodnykh-promyslakh-dvd-video";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/skazanie-o-narodnykh-promyslakh-460x460.jpg"
"!!Аксессуары";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Подставка для свирелей";"";"ак-03";"RUB";"824Р";"1";"";"";"";"Подставка для 7-и свирелей";"";"Подставка для свирелей";"";"";"podstavka-dlya-svireley";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/podstavka-dlya-svireley-460x460.jpg"
"Мешок для инструментов 460×560 мм";"";"ак-02/3";"RUB";"700Р";"1";"";"";"";"Мешок из льняной ткани для музыкальных инструментов 460×560 мм";"";"Мешок для инструментов 460×560 мм";"";"";"meshok-dlya-instrumentov-460215560-mm";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/meshok-dlja-instrumentov_3-460x460.jpg"
"Мешок для инструментов 460×460 мм";"";"ак-02/2";"RUB";"656Р";"1";"";"";"";"Мешок из льняной ткани для музыкальных инструментов 460×460 мм";"";"Мешок для инструментов 460×460 мм";"";"";"meshok-dlya-instrumentov-460215460-mm";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/meshok-dlja-instrumentov_2-460x460.jpg"
"Мешок для инструментов 340×380 мм";"";"ак-02/1";"RUB";"590Р";"1";"";"";"";"Мешок из льняной ткани для музыкальных инструментов 340×380 мм";"";"Мешок для инструментов 340×380 мм";"";"";"meshok-dlya-instrumentov-340215380-mm";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/meshok-dlja-instrumentov_1-460x460.jpg"
"!!Комплекты инструментов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Комплект «Юниор»";"";"к1-кт-02";"RUB";"12777Р";"1";"";"";"";"Средний по количеству инструментов, но профессиональный по содержанию. В нем представлены все основные шумовые инструменты.
1-я категория изделий обязывает к безупречному качеству, к использованию превосходной древесины, особому отношению к лакокрасочному покрытию.
«Юниор» – отличный подарок для детского и профессионального коллектива.";"";"Комплект «Юниор»";"";"";"komplekt-yunior";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/komplekt-junior_2-460x460.jpg"
"Комплект «Скоморох»";"";"к1-кт-03";"RUB";"24614Р";"1";"";"";"";"Высокий уровень комплектации – залог претворения смелых творческих идей! Впервые в наборе представлены духовые инструменты.
Жалейка и свирель, яркие и самобытные музыкальные инструменты с неподражаемыми голосами. С ними живо сочетаются ложки и трещотки, колотушки и коробочки и другие шумовые. Методический материал, дополняющий комплект будет одинаково интересен, как новичкам, так и профессионалам своей нестандартностью и новизной.";"";"Комплект «Скоморох»";"";"";"komplekt-skomorokh";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/komplekt-skomoroh-460x460.jpg"
"Комплект «Русский праздник»";"";"к2-кт-06";"RUB";"24088Р";"1";"";"";"";"Комплект Русский праздник рассчитан на большой детский ансамбль. В этом наборе представлены все шумовые инструменты, разработанные в «Мастерской Сереброва» для детских садов. Обладатель такого комплекта наделен неограниченными возможностями в претворении в жизнь музыкально-педагогических идей и замыслов. Перед педагогом открыты пути для занятий с ребенком в различных направлениях – от музицирования до композиции, от применения мелкой моторики до решения проблем с общим развитием ребенка.
При использовании большого количества шумовых инструментов у музыкальных работников может возникнуть необходимость в оркестровом или ансамблевом сопровождении музыкальных номеров. «Мастерская Сереброва» предлагает качественные фонограммы русской народной музыки в исполнении детского ансамбля ложкарей «Славяне» под руководством Александра Сереброва. Предлагаются также концертные фонограммы, записанные в среднем и медленном темпах от основного темпа для репетиционных занятий с ансамблями шумовых и духовых русских народных инструментов.
DVD самоучитель игры на шумовых инструментах — это необходимый и обязательный учебный материал для музыкальных работников. Здесь в доступной форме проводится мастер-класс на шумовых и духовых русских народных инструментах педагогом-музыкантом Серебровым Александром Григорьевичем, музыкально-педагогический стаж, которого составляет 30 лет.
Комплекты могут незначительно меняться. За дополнительной информацией обращайтесь в «Мастерскую Сереброва».";"";"Комплект «Русский праздник»";"";"";"komplekt-russkiy-prazdnik";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/komplekt-russkiy-prazdnik_2-460x460.jpg"
"Комплект «Профессионал»";"";"к1-кт-04";"RUB";"80358Р";"1";"";"";"";"«Как корабль назовешь, так он и поплывет» (народная мудрость).
Загляните в комплектацию, чтобы в этом убедиться. Чего там только нет!
А точнее сказать: там есть практически все для профессиональных музыкантов. И не важно сколько им лет. Важно, что музыки хватит на всех, причем палитра в отличном качестве. ДЕРЗАЙТЕ!";"";"Комплект «Профессионал»";"";"";"komplekt-professional";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/komplekt-professional-460x460.jpg"
"Комплект «Петрушка»";"";"т2-кт-08";"RUB";"3072Р";"1";"";"";"";"Для каждого музыкального комплекта разработано индивидуальное методическое пособие, в которое входит:

Самоучитель игры на шумовых и духовых русских народных инструментах (DVD);
Партитура (инструкция к действию) для представленных в комплекте инструментов;
Несколько студийных фонограмм (минус) для шумового ансамбля (MP3).

Методический материал рассчитан на неподготовленного в музыкальном плане человека.
Комплекты могут незначительно меняться. За дополнительной информацией обращайтесь в Мастерскую Сереброва.";"";"Комплект «Петрушка»";"";"";"komplekt-petrushka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/komplekt-petrushka-t2_3-460x460.jpg"
"Комплект «Петрушка»";"";"к2-кт-08";"RUB";"4089Р";"1";"";"";"";"На шумовых инструмента может играть, как один ребенок, так и группа детей. Подобная деятельность приносит большую пользу, развивая у детей музыкальную память, чувство ритма, музыкальный вкус – приобщая к национальной культуре.
Устройте веселый праздник себе и Вашему ребенку!
В комплект входит: самоучитель игры на шумовых народных инструментах (DVD-видео) и музыкальные пьесы для шумового ансамбля (CD-аудио). Музыкальные пьесы предлагаются в трех темпах: медленном, среднем и быстром. Тональность при этом сохраняется. Для одной из пьес написана простая партитура, которая будет понятна взрослому и ребенку, а так же подробное пояснение по созданию шумового ансамбля.
Комплекты могут незначительно меняться. За дополнительной информацией обращайтесь в «Мастерскую Сереброва».";"";"Комплект «Петрушка»";"";"";"komplekt-petrushka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/komplekt-petrushka_3-460x460.jpg"
"Комплект «Ой, полным-полна моя коробочка…»";"";"к2-кт-03";"RUB";"9084Р";"1";"";"";"";"Комплект Ой, полным-полна моя коробочка… полностью оправдывает свое название. Больше половины инструментов представляют собой коробочки, но при этом все они разные по размерам, по функциям и, что самое главное по высоте тона. Тон можно изменять при соответствующей технике игры, которая по силам даже маленькому ребенку. Надо видеть с каким восторгом и удовольствием дети играют на этих инструментах. Этот комплект поистине находка для музыкального и ритмического развития юных музыкантов!
В состав комплекта входя и другие, неменее, интересные и разнохарактерные шумовые инструменты, которые, несомненно, украсят шумовой ансамбль и обогатят музыкальную палитру. Как и в других музыкально-шумовых наборах здесь присутствуют инструменты, выполненные по принципу 2в1, 3в1.
В качестве подарка в каждый комплект прилагается музыкальный сувенир, который приятно удивит его владельца и будет полезен в музицировании.
DVD самоучитель игры на шумовых инструментах — это необходимый и обязательный учебный материал для музыкальных работников. Здесь в доступной форме проводится мастер-класс на шумовых и духовых русских народных инструментах педагогом-музыкантом Серебровым Александром Григорьевичем, музыкально-педагогический стаж, которого составляет 30 лет.
Комплекты могут незначительно меняться. За дополнительной информацией обращайтесь в «Мастерскую Сереброва».";"";"Комплект «Ой, полным-полна моя коробочка…»";"";"";"komplekt-oy-polnym-polna-moya-korobochka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/komplekt-oj-polnym-polna-moya-korobochka_2-460x460.jpg"
"Комплект «Музыкальный сувенир»";"";"к2-кт-01";"RUB";"6111Р";"1";"";"";"";"Комплект Музыкальный сувенир представляет собой интересный шумовой ансамбль. В наборе представлены 6 различных инструментов. Привлекательная особенность Музыкального сувенира состоит в том, что многие позиции совмещают несколько инструментов, а именно:

Коробочка комбинированная исполняет роль коробочки и рыкалки,
Погремушка ребристая сочетает в себе погремушку (шекер) и рубель,
Колотушка комбинированная ребристая исполняет роль колотушки, рыкалки и коробочки,
Рубель круглый с бубенцами может играть роль тон-блока с диапазоном квинта, рубеля и бубенцов.
Трещотка пластинчатая «малютка» — один из любимых инструментов в русских народных коллективах. «малютка» выполнена с большой любовью. Крайние пластины выдвинуты вверх для удобного захвата детскими пальчиками. Ребенок никогда не прищемит руки, играя на музыкальных инструментах, выполненных в «Мастерской Сереброва».
Бубенцы — веселый шумовой инструмент. Всегда будет полезен в любом музыкальном коллективе.

Всего получается 12 музыкальных голосов.
Инструменты будут очень интересны маленьким музыкантам!
DVD самоучитель игры на шумовых инструментах — это необходимый и обязательный учебный материал для музыкальных работников. Здесь в доступной форме проводится мастер-класс на шумовых и духовых русских народных инструментах педагогом-музыкантом Серебровым Александром Григорьевичем, музыкально-педагогический стаж, которого составляет 30 лет.
Комплекты могут незначительно меняться. За дополнительной информацией обращайтесь в «Мастерскую Сереброва».";"";"Комплект «Музыкальный сувенир»";"";"";"komplekt-muzykalnyy-suvenir";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/komplekt-muzikalniy-suvenir_2-460x460.jpg"
"Комплект «Музыкальная шкатулка»";"";"к2-кт-05";"RUB";"14594Р";"1";"";"";"";"Комплект Музыкальная шкатулка рассчитан на средний детский ансамбль. В этом наборе представлены все шумовые инструменты, разработанные в «Мастерской Сереброва» для детских садов. Обладатель такого комплекта наделен неограниченными возможностями в претворении в жизнь музыкально-педагогических идей и замыслов. Перед педагогом открыты пути для занятий с ребенком в различных направлениях – от музицирования до композиции, от применения мелкой моторики до решения проблем с общим развитием ребенка.
При использовании большого количества шумовых инструментов у музыкальных работников может возникнуть необходимость в оркестровом или ансамблевом сопровождении музыкальных номеров. «Мастерская Сереброва» предлагает качественные фонограммы русской народной музыки в исполнении детского ансамбля ложкарей «Славяне» под руководством Александра Сереброва. Предлагаются также концертные фонограммы, записанные в среднем и медленном темпах от основного темпа для репетиционных занятий с ансамблями шумовых и духовых русских народных инструментов.
DVD самоучитель игры на шумовых инструментах — это необходимый и обязательный учебный материал для музыкальных работников. Здесь в доступной форме проводится мастер-класс на шумовых и духовых русских народных инструментах педагогом-музыкантом Серебровым Александром Григорьевичем, музыкально-педагогический стаж, которого составляет 30 лет.
Комплекты могут незначительно меняться. За дополнительной информацией обращайтесь в «Мастерскую Сереброва».";"";"Комплект «Музыкальная шкатулка»";"";"";"komplekt-muzykalnaya-shkatulka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/komplekt-muzikalnaya-shkatulka_2-460x460.jpg"
"Комплект «Матрешка»";"";"т2-кт-09";"RUB";"3381Р";"1";"";"";"";"Настоящие музыкальные комплекты будут интересны для домашнего музицирования (3-5человек), для занятий в детских садах и других детских учреждениях (5-10 человек). Наборы можно объединять, тем самым, обогащая музыкальную палитру.
В комплект входит самоучитель игры на шумовых народных инструментах (DVD-видео). Для свободного скачивания доступны музыкальные пьесы для шумового ансамбля в фомате MP3. Музыкальные пьесы предлагаются в трех темпах: медленном, среднем и быстром. Тональность при этом сохраняется. Для одной из пьес написана простая партитура, которая будет понятна взрослому и ребенку, а так же подробное пояснение по созданию шумового ансамбля.
Комплекты могут незначительно меняться. За дополнительной информацией обращайтесь в Мастерскую Сереброва.";"";"Комплект «Матрешка»";"";"";"komplekt-matreshka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/komplekt-matreshka-t2_3-460x460.jpg"
"Комплект «Матрешка»";"";"к2-кт-09";"RUB";"4382Р";"1";"";"";"";"На шумовых инструмента может играть, как один ребенок, так и группа детей. Подобная деятельность приносит большую пользу, развивая у детей музыкальную память, чувство ритма, музыкальный вкус – приобщая к национальной культуре.
Устройте веселый праздник себе и Вашему ребенку!
В комплект входит: самоучитель игры на шумовых народных инструментах (DVD-видео) и музыкальные пьесы для шумового ансамбля (CD-аудио). Музыкальные пьесы предлагаются в трех темпах: медленном, среднем и быстром. Тональность при этом сохраняется. Для одной из пьес написана простая партитура, которая будет понятна взрослому и ребенку, а так же подробное пояснение по созданию шумового ансамбля.
Комплекты могут незначительно меняться. За дополнительной информацией обращайтесь в «Мастерскую Сереброва».";"";"Комплект «Матрешка»";"";"";"komplekt-matreshka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/komplekt-matreshka_3-460x460.jpg"
"Комплект «Малыш»";"";"к1-кт-01";"RUB";"6912Р";"1";"";"";"";"«Встречают по одежке, а провожают по уму» – гласит русская пословица.
Комплект «Малыш» одет в хохломскую одежку и звучание инструментов соответствует их наряду. Яркое, сочное, многотембровое. Инструментов не много, но каждый из них солист!";"";"Комплект «Малыш»";"";"";"komplekt-malysh";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/komplekt-malysh-460x460.jpg"
"Комплект «Колокольчик»";"";"бр-кт-13";"RUB";"1995Р";"1";"";"";"";"Комплекты шумовых народных инструментов предназначены для домашнего музицирования, а так же для занятий с детьми в дошкольных учреждениях. На шумовых инструмента может играть, как один ребенок, так и группа детей.
Для каждого набора предлагается музыкальное сопровождение в разных темпах. Музыкальные пьесы предлагаются в трех темпах: медленном, среднем и быстром. Тональность при этом сохраняется.
Комплекты упакованы в пакет ПВХ, который затягивается шнурком.
Комплекты могут незначительно меняться. За дополнительной информацией обращайтесь в Мастерскую Сереброва.";"";"Комплект «Колокольчик»";"";"";"komplekt-kolokolchik";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/komplekt_kolokolchik-460x460.jpg"
"Комплект «Колокольчик»";"";"т2-кт-13";"RUB";"2091Р";"1";"";"";"";"Комплекты шумовых народных инструментов предназначены для домашнего музицирования, а так же для занятий с детьми в дошкольных учреждениях. На шумовых инструмента может играть, как один ребенок, так и группа детей.
Для каждого набора предлагается музыкальное сопровождение в разных темпах. Музыкальные пьесы предлагаются в трех темпах: медленном, среднем и быстром. Тональность при этом сохраняется.
Комплекты упакованы в пакет ПВХ, который затягивается шнурком.
Комплекты могут незначительно меняться. За дополнительной информацией обращайтесь в Мастерскую Сереброва.";"";"Комплект «Колокольчик»";"";"";"komplekt-kolokolchik";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/komplekt_kolokolchik_t-460x460.jpg"
"Комплект «Каруселька»";"";"бр-кт-14";"RUB";"1401Р";"1";"";"";"";"Комплекты шумовых народных инструментов предназначены для домашнего музицирования, а так же для занятий с детьми в дошкольных учреждениях. На шумовых инструмента может играть, как один ребенок, так и группа детей.
Для каждого набора предлагается музыкальное сопровождение в разных темпах. Музыкальные пьесы предлагаются в трех темпах: медленном, среднем и быстром. Тональность при этом сохраняется.
Комплекты упакованы в пакет ПВХ, который затягивается шнурком.
Комплекты могут незначительно меняться. За дополнительной информацией обращайтесь в Мастерскую Сереброва.";"";"Комплект «Каруселька»";"";"";"komplekt-karuselka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/komplekt_karuselka-460x460.jpg"
"Комплект «Каруселька»";"";"т2-кт-14";"RUB";"1557Р";"1";"";"";"";"Комплекты шумовых народных инструментов предназначены для домашнего музицирования, а так же для занятий с детьми в дошкольных учреждениях. На шумовых инструмента может играть, как один ребенок, так и группа детей.
Для каждого набора предлагается музыкальное сопровождение в разных темпах. Музыкальные пьесы предлагаются в трех темпах: медленном, среднем и быстром. Тональность при этом сохраняется.
Комплекты упакованы в пакет ПВХ, который затягивается шнурком.
Комплекты могут незначительно меняться. За дополнительной информацией обращайтесь в Мастерскую Сереброва.";"";"Комплект «Каруселька»";"";"";"komplekt-karuselka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/komplekt_karuselka_t-460x460.jpg"
"Комплект «Забава»";"";"к2-кт-02";"RUB";"6065Р";"1";"";"";"";"Комплект Забава представляет многофункциональный русский народный шумовой ансамбль, где один инструмент может выполнять функцию 3-4 инструментов. Некоторые образцы являются авторскими разработками «Мастерской Сереброва». К ним относится погремушка комбинированная, сочетающая в себе погремушку (шекер), круглый рубель, тон-блок с диапазоном квинта, «стакан» для тремоло.
Далее следуют традиционные инструменты — без которых трудно представить веселый шумовой ансамбль.

Рубель сочетает 2 инструмента — рубель и большую коробочку.
Трещотка круговая едва ли не самый известный и популярный инструмент из семейства шумовых.
Погремушка. При своей бесхитростности и простоте является украшением любого музыкального коллектива. В детских руках погремушка всегда ассоциируется с радостью и улыбкой.
Коробочка большая. Это инструмент, который незаменим в своей функции, когда необходимо усилить или подчеркнуть определенную долю или ритм. Коробочка обладает ярким и сочным звуком. Комплектуется колотушкой (ударной палочкой) для игры.

DVD самоучитель игры на шумовых инструментах — это необходимый и обязательный учебный материал для музыкальных работников. Здесь в доступной форме проводится мастер-класс на шумовых и духовых русских народных инструментах педагогом-музыкантом Серебровым Александром Григорьевичем, музыкально-педагогический стаж, которого составляет 30 лет.
Комплекты могут незначительно меняться. За дополнительной информацией обращайтесь в «Мастерскую Сереброва».";"";"Комплект «Забава»";"";"";"komplekt-zabava";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/komplekt-zabava-460x460.jpg"
